Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
9904,670,0.202,0.0862,0.0115,0.0472,RBM19
78995,96.9,-0.372,0.195,0.0116,0.0473,HROB
90120,581,0.225,0.0982,0.0116,0.0474,TMEM250
9750,334,0.256,0.115,0.0116,0.0474,RIPOR2
64843,42.6,-0.478,0.3,0.0116,0.0474,ISL2
64772,558,0.215,0.0934,0.0116,0.0475,ENGASE
728656,10.6,-0.68,0.991,0.0116,0.0475,DMRTC1B
79649,316,0.254,0.114,0.0116,0.0475,MAP7D3
8715,17.1,-0.643,0.657,0.0116,0.0475,NOL4
206358,679,0.217,0.0946,0.0117,0.0477,SLC36A1
145864,71.2,0.406,0.225,0.0117,0.0477,HAPLN3
27334,12.6,-0.666,0.873,0.0117,0.0479,P2RY10
158405,308,-0.266,0.122,0.0117,0.0479,KIAA1958
6752,8.41,-0.398,1.05,0.0117,NA,SSTR2
57573,235,-0.273,0.126,0.0117,0.048,ZNF471
1911,1420,0.178,0.0752,0.0118,0.0481,PHC1
375287,47.4,-0.466,0.288,0.0118,0.0482,RBM43
5205,252,-0.264,0.121,0.0118,0.0482,ATP8B1
1196,750,0.198,0.0849,0.0118,0.0482,CLK2
10092,1340,-0.208,0.0898,0.0118,0.0482,ARPC5
6658,24,0.574,0.451,0.0119,0.0484,SOX3
1158,15400,-0.176,0.0743,0.0119,0.0484,CKM
60370,319,0.25,0.113,0.0119,0.0484,AVPI1
100996492,24.7,0.566,0.434,0.0119,0.0484,CTXND1
9948,5650,0.158,0.0656,0.0119,0.0486,WDR1
81571,176,0.298,0.143,0.0119,0.0486,MIR600HG
51060,1260,-0.173,0.0727,0.0119,0.0486,TXNDC12
83851,46.4,-0.463,0.287,0.012,0.0487,SYT16
54551,350,0.243,0.109,0.012,0.0487,MAGEL2
84129,257,0.266,0.122,0.012,0.0488,ACAD11
6869,29.5,-0.548,0.408,0.012,0.0488,TACR1
5445,759,-0.243,0.109,0.012,0.0488,PON2
27433,148,0.338,0.17,0.012,0.0488,TOR2A
7705,1140,-0.197,0.0846,0.012,0.0488,ZNF146
100652736,64.5,0.417,0.238,0.012,0.0488,NA
3270,4210,0.201,0.0867,0.012,0.0488,HRC
57224,524,-0.21,0.0913,0.012,0.0489,NHSL1
6902,1060,-0.2,0.0862,0.012,0.049,TBCA
101928120,172,0.299,0.143,0.0121,0.0491,NA
29803,2270,0.188,0.0802,0.0121,0.0491,REPIN1
10314,997,-0.236,0.106,0.0121,0.0491,LANCL1
58473,90.3,-0.378,0.203,0.0121,0.0491,PLEKHB1
79730,255,-0.264,0.121,0.0121,0.0491,NSUN7
23279,1230,-0.179,0.0757,0.0121,0.0491,NUP160
121227,238,-0.278,0.13,0.0121,0.0491,LRIG3
729991,234,0.285,0.134,0.0121,0.0491,BORCS8
79719,816,0.201,0.0867,0.0121,0.0491,AAGAB
105371028,9.78,-0.59,1.46,0.0121,NA,NA
2108,1930,0.162,0.0679,0.0121,0.0492,ETFA
2026,3910,-0.159,0.0665,0.0121,0.0492,ENO2
10197,1570,0.179,0.076,0.0121,0.0492,PSME3
123096,1130,0.178,0.0753,0.0121,0.0492,SLC25A29
10221,1070,0.193,0.0827,0.0122,0.0492,TRIB1
100506990,218,-0.275,0.128,0.0122,0.0493,NA
91664,164,-0.339,0.172,0.0122,0.0493,ZNF845
51594,2170,0.175,0.0741,0.0122,0.0493,NBAS
64398,615,-0.25,0.113,0.0122,0.0493,PALS1
624,24.4,-0.566,0.447,0.0122,0.0494,BDKRB2
10690,21.5,-0.585,0.488,0.0122,0.0494,FUT9
664709,336,-0.264,0.122,0.0122,0.0494,NA
7357,469,-0.243,0.109,0.0122,0.0495,UGCG
23082,838,0.19,0.0812,0.0122,0.0495,PPRC1
23113,664,0.206,0.0896,0.0123,0.0495,CUL9
3553,7.84,0.324,0.668,0.0123,NA,IL1B
4157,83.4,0.385,0.209,0.0123,0.0496,MC1R
192669,592,-0.219,0.0963,0.0123,0.0496,AGO3
51069,871,0.205,0.0888,0.0123,0.0496,MRPL2
252995,296,-0.251,0.114,0.0123,0.0496,FNDC5
10207,1780,-0.17,0.0719,0.0123,0.0497,PATJ
57136,1250,0.171,0.0722,0.0123,0.0497,APMAP
84937,408,0.226,0.1,0.0123,0.0497,ZNRF1
285527,873,-0.191,0.082,0.0123,0.0498,FRYL
10600,708,-0.238,0.107,0.0124,0.0499,USP16
8883,626,-0.244,0.11,0.0124,0.0499,NAE1
80020,563,-0.209,0.091,0.0124,0.0499,FOXRED2
10732,437,-0.236,0.106,0.0124,0.0499,TCFL5
114987,281,0.255,0.116,0.0124,0.0499,WDR31
57180,152,0.315,0.155,0.0124,0.0499,ACTR3B
1364,4890,-0.213,0.0932,0.0124,0.0501,CLDN4
80298,498,-0.244,0.11,0.0124,0.0501,MTERF2
8492,230,-0.284,0.134,0.0124,0.0501,PRSS12
57655,1220,0.183,0.0782,0.0125,0.0501,GRAMD1A
7004,307,0.257,0.118,0.0125,0.0501,TEAD4
25970,1340,0.183,0.078,0.0125,0.0501,SH2B1
79664,488,-0.256,0.117,0.0125,0.0502,ICE2
50632,53.8,0.446,0.271,0.0125,0.0502,CALY
3959,2650,-0.167,0.0706,0.0125,0.0504,LGALS3BP
100128893,327,0.249,0.114,0.0125,0.0504,GATA6-AS1
79073,785,-0.193,0.0833,0.0126,0.0505,TMEM109
401398,20.8,-0.588,0.519,0.0126,0.0505,POT1-AS1
2591,151,-0.317,0.158,0.0126,0.0505,GALNT3
25891,17.2,0.611,0.596,0.0126,0.0506,PAMR1
158866,54.3,-0.436,0.262,0.0126,0.0506,ZDHHC15
101928158,94.7,0.373,0.201,0.0126,0.0506,LAMA5-AS1
5908,759,-0.261,0.121,0.0126,0.0507,RAP1B
152926,1150,0.179,0.0762,0.0126,0.0508,PPM1K
130540,18.6,-0.595,0.545,0.0127,0.0509,FLACC1
10616,930,0.192,0.0827,0.0127,0.0509,RBCK1
29103,707,-0.197,0.0856,0.0127,0.0509,DNAJC15
59277,124,0.338,0.172,0.0127,0.0509,NTN4
102465134,46.4,0.461,0.292,0.0128,0.0512,MIR6126
10670,1720,0.16,0.0675,0.0128,0.0512,RRAGA
5306,1890,-0.169,0.0716,0.0128,0.0513,PITPNA
3788,32.6,0.52,0.376,0.0128,0.0513,KCNS2
4538,374000,0.148,0.0617,0.0128,0.0513,MT-ND4
22847,563,-0.212,0.0932,0.0128,0.0514,ZNF507
100505920,15.8,0.613,0.631,0.0128,0.0514,NA
475,546,0.233,0.105,0.0128,0.0514,ATOX1
100009676,90.5,0.371,0.2,0.0128,0.0514,ZBTB11-AS1
29882,667,0.215,0.0947,0.0129,0.0515,ANAPC2
84545,866,0.193,0.0835,0.0129,0.0515,MRPL43
23467,752,0.218,0.0965,0.0129,0.0515,NPTXR
286256,241,0.284,0.136,0.0129,0.0515,LCN12
104472715,3260,-0.144,0.0602,0.0129,0.0515,NA
619208,278,-0.252,0.116,0.0129,0.0515,FAM229B
23216,1880,-0.167,0.0708,0.0129,0.0516,TBC1D1
55788,519,-0.253,0.116,0.0129,0.0516,LMBRD1
150248,113,0.34,0.175,0.0129,0.0516,C22orf15
200879,38.9,-0.488,0.33,0.0129,0.0516,LIPH
100131347,16.7,-0.607,0.638,0.013,0.0517,NA
54826,110,-0.362,0.193,0.013,0.0518,GIN1
283248,936,-0.207,0.091,0.013,0.0518,RCOR2
51531,247,-0.276,0.13,0.013,0.0518,TRMO
54464,721,-0.233,0.105,0.013,0.0518,XRN1
5569,618,-0.234,0.106,0.013,0.0519,PKIA
51142,1430,0.212,0.0934,0.013,0.0519,CHCHD2
105379880,25.3,-0.543,0.424,0.013,0.0519,NA
645321,54.1,0.441,0.27,0.013,0.0519,NA
55084,638,0.209,0.092,0.013,0.0519,SOBP
387103,58.7,-0.45,0.284,0.0131,0.052,CENPW
105372401,174,-0.297,0.145,0.0131,0.052,NA
4116,417,-0.223,0.0997,0.0131,0.0521,MAGOH
100507661,84.3,-0.385,0.214,0.0131,0.0521,LINC02082
8459,280,0.284,0.136,0.0131,0.0522,TPST2
105369971,32.3,0.509,0.362,0.0132,0.0523,FIGNL2-DT
8501,73.7,-0.397,0.226,0.0132,0.0524,SLC43A1
22907,1820,0.184,0.0795,0.0132,0.0524,DHX30
84226,37.9,-0.485,0.328,0.0132,0.0524,SPATA31H1
11165,1130,-0.179,0.0771,0.0132,0.0525,NUDT3
255027,27.4,-0.534,0.411,0.0132,0.0525,MPV17L
5915,162,-0.3,0.147,0.0132,0.0525,RARB
8881,1080,-0.194,0.0847,0.0132,0.0525,CDC16
3151,2650,-0.15,0.0633,0.0132,0.0525,HMGN2
7249,2130,0.172,0.0735,0.0132,0.0525,TSC2
483,853,-0.204,0.0897,0.0132,0.0525,ATP1B3
283687,122,0.34,0.176,0.0132,0.0525,NA
85442,240,-0.285,0.137,0.0132,0.0525,KNDC1
5780,984,-0.179,0.0768,0.0132,0.0525,PTPN9
2861,993,0.183,0.0791,0.0132,0.0525,GPR37
51279,384,0.242,0.11,0.0133,0.0526,C1RL
5310,1900,0.201,0.088,0.0133,0.0526,PKD1
22900,375,-0.238,0.108,0.0133,0.0526,CARD8
118812,205,0.278,0.132,0.0133,0.0526,MORN4
83596,420,-0.237,0.108,0.0133,0.0526,BCL2L12
767,189,-0.296,0.144,0.0133,0.0526,CA8
5610,528,-0.265,0.124,0.0133,0.0526,EIF2AK2
100289279,35.6,-0.492,0.341,0.0133,0.0526,CNTNAP3C
11030,3720,0.159,0.0671,0.0133,0.0526,RBPMS
6135,15900,-0.134,0.0562,0.0133,0.0526,RPL11
221749,547,0.205,0.09,0.0133,0.0527,PXDC1
200765,117,-0.34,0.177,0.0133,0.0527,TIGD1
51155,503,-0.216,0.0964,0.0133,0.0527,JPT1
102724428,1220,0.177,0.0758,0.0133,0.0528,NA
1005,41.7,-0.478,0.322,0.0134,0.0528,CDH7
100131801,656,-0.231,0.104,0.0134,0.0529,PET100
9874,570,-0.236,0.107,0.0134,0.0529,TLK1
375295,11.1,-0.561,1.11,0.0134,0.0529,LINC01116
136306,47.6,0.446,0.279,0.0134,0.0529,SVOPL
148523,438,-0.259,0.121,0.0134,0.053,CIART
143686,1800,-0.359,0.193,0.0134,0.053,SESN3
253868,300,0.254,0.118,0.0134,0.053,NA
147184,148,-0.315,0.158,0.0134,0.053,KRT10-AS1
10956,3820,0.158,0.0672,0.0135,0.0531,OS9
7088,601,-0.203,0.0894,0.0135,0.0531,TLE1
21,405,-0.243,0.111,0.0135,0.0531,ABCA3
94103,1030,0.191,0.0829,0.0135,0.0531,ORMDL3
388323,48.4,0.445,0.279,0.0135,0.0531,GLTPD2
63916,903,0.188,0.0814,0.0135,0.0531,ELMO2
89941,1910,0.212,0.0942,0.0135,0.0533,RHOT2
8675,2280,0.153,0.0646,0.0135,0.0533,STX16
55900,900,-0.232,0.105,0.0135,0.0533,ZNF302
57198,999,0.192,0.0836,0.0135,0.0533,ATP8B2
64976,686,0.196,0.0855,0.0135,0.0533,MRPL40
84433,123,-0.328,0.168,0.0136,0.0534,CARD11
105369347,101,0.347,0.183,0.0136,0.0534,RELA-DT
115294,553,-0.227,0.102,0.0136,0.0534,PCMTD1
101926943,359,-0.24,0.11,0.0136,0.0534,NA
55076,699,-0.21,0.0931,0.0136,0.0534,TMEM45A
100129196,36.5,0.485,0.333,0.0136,0.0534,MATN1-AS1
91373,1070,-0.196,0.086,0.0136,0.0534,UAP1L1
4747,179,0.287,0.139,0.0136,0.0534,NEFL
56834,715,0.195,0.0854,0.0136,0.0534,GPR137
865,338,-0.258,0.12,0.0136,0.0534,CBFB
11201,477,-0.26,0.122,0.0136,0.0534,POLI
2950,7070,0.166,0.0707,0.0136,0.0535,GSTP1
4189,1170,-0.232,0.105,0.0136,0.0536,DNAJB9
107985993,298,-0.245,0.113,0.0137,0.0536,NA
51057,149,-0.306,0.152,0.0137,0.0536,WDPCP
7355,467,0.215,0.0957,0.0137,0.0538,SLC35A2
79874,694,0.221,0.0988,0.0137,0.0539,RABEP2
23049,1890,-0.178,0.0772,0.0138,0.054,SMG1
414919,548,0.226,0.102,0.0138,0.054,C8orf82
107987280,28.9,-0.519,0.396,0.0138,0.0541,NA
23347,1260,-0.221,0.1,0.0138,0.0541,SMCHD1
25989,548,0.212,0.0943,0.0138,0.0541,ULK3
9156,86.9,-0.421,0.256,0.0138,0.0541,EXO1
79944,255,-0.277,0.133,0.0138,0.0541,L2HGDH
84971,515,0.228,0.103,0.0138,0.0542,ATG4D
84249,13.1,-0.591,0.785,0.0138,0.0542,PSD2
440461,28.8,0.518,0.393,0.0139,0.0543,NA
64978,1040,0.197,0.0865,0.0139,0.0543,MRPL38
80034,147,-0.314,0.159,0.0139,0.0544,CSRNP3
5837,4170,0.156,0.0665,0.0139,0.0545,PYGM
58498,99700,-0.176,0.0763,0.0139,0.0545,MYL7
51257,512,0.233,0.106,0.0139,0.0545,MARCHF2
440567,116,-0.338,0.178,0.014,0.0548,UQCRHL
80347,1040,0.181,0.0784,0.014,0.0548,COASY
9365,26.1,0.542,0.454,0.014,0.0548,KL
347475,11.4,-0.548,1,0.0141,0.055,CCDC160
105372130,74.4,-0.392,0.226,0.0141,0.055,NA
9211,18.5,-0.576,0.619,0.0141,0.055,LGI1
10952,829,0.195,0.0857,0.0141,0.0551,SEC61B
55786,284,-0.257,0.121,0.0141,0.0552,ZNF415
79841,37.8,-0.475,0.327,0.0141,0.0552,AGBL2
440944,413,-0.231,0.106,0.0142,0.0552,THUMPD3-AS1
79797,279,0.249,0.116,0.0142,0.0553,ZNF408
100129836,129,0.32,0.164,0.0142,0.0553,COL4A2-AS2
2822,176,-0.289,0.142,0.0142,0.0553,GPLD1
6455,1650,0.189,0.0829,0.0142,0.0553,SH3GL1
54963,881,0.204,0.0906,0.0142,0.0554,UCKL1
100506746,57.8,-0.415,0.251,0.0142,0.0554,NA
1831,864,-0.183,0.0801,0.0142,0.0554,TSC22D3
23332,1540,-0.168,0.0727,0.0142,0.0554,CLASP1
10165,699,0.197,0.087,0.0143,0.0555,SLC25A13
65263,116,0.338,0.178,0.0143,0.0556,PYCR3
2034,9000,-0.134,0.0568,0.0143,0.0556,EPAS1
375484,232,-0.265,0.126,0.0143,0.0557,SIMC1
9692,597,-0.207,0.0926,0.0143,0.0558,PRORP
6598,1730,-0.175,0.0759,0.0143,0.0558,SMARCB1
64963,812,0.202,0.0898,0.0144,0.0558,MRPS11
730755,9,0.375,0.817,0.0144,NA,KRTAP2-3
10476,5050,0.148,0.063,0.0144,0.0559,ATP5PD
27429,553,0.217,0.0981,0.0144,0.0561,HTRA2
167691,90.7,-0.38,0.216,0.0144,0.0561,LCA5
85444,74.2,-0.403,0.239,0.0144,0.0561,LRRCC1
10335,223,0.273,0.131,0.0144,0.0561,IRAG1
6253,461,0.226,0.103,0.0144,0.0561,RTN2
140733,46,-0.458,0.307,0.0145,0.0561,MACROD2
56999,1220,-0.178,0.0775,0.0145,0.0561,ADAMTS9
65009,1160,0.173,0.075,0.0145,0.0562,NDRG4
128826,73.1,0.392,0.228,0.0145,0.0564,MIR1-1HG
55810,1280,0.169,0.0733,0.0145,0.0564,FOXJ2
104326055,312,0.241,0.112,0.0146,0.0565,NA
84960,1370,-0.189,0.0833,0.0146,0.0565,CCDC183
116224,543,0.203,0.0903,0.0146,0.0566,PABIR1
9175,369,-0.232,0.107,0.0146,0.0566,MAP3K13
50506,729,0.195,0.0864,0.0146,0.0566,DUOX2
106633814,96.1,-0.4,0.238,0.0147,0.0568,NA
105373286,36.9,-0.482,0.346,0.0147,0.0568,NA
1968,3640,-0.163,0.0706,0.0147,0.0568,EIF2S3
159,436,-0.247,0.116,0.0147,0.0568,ADSS2
5480,1470,0.162,0.07,0.0147,0.0569,PPIC
107986486,62.8,0.403,0.24,0.0147,0.0569,NA
23473,678,-0.224,0.102,0.0147,0.0569,CAPN7
4750,395,-0.251,0.118,0.0147,0.0569,NEK1
58478,464,-0.216,0.0977,0.0147,0.057,ENOPH1
9086,1290,-0.205,0.092,0.0147,0.057,EIF1AY
7294,23.8,-0.534,0.462,0.0148,0.0571,TXK
93556,159,-0.295,0.147,0.0148,0.0571,NA
587,933,0.2,0.089,0.0148,0.0571,BCAT2
105371870,41.7,-0.469,0.327,0.0148,0.0573,NA
107984124,35.1,0.477,0.338,0.0148,0.0573,NA
8728,702,0.201,0.0895,0.0149,0.0574,ADAM19
4668,663,0.197,0.0874,0.0149,0.0574,NAGA
101928370,19,0.555,0.549,0.0149,0.0575,NA
79647,2730,0.155,0.0666,0.0149,0.0575,AKIRIN1
57002,185,-0.283,0.14,0.0149,0.0576,YAE1
22875,99.4,-0.39,0.229,0.0149,0.0576,ENPP4
90271,237,0.276,0.134,0.015,0.0577,OLMALINC
4118,79,-0.374,0.213,0.015,0.0577,MAL
285498,77,-0.391,0.229,0.015,0.0577,RNF212
833,802,-0.183,0.0808,0.015,0.0578,CARS1
55726,429,-0.223,0.102,0.015,0.0578,INTS13
468,7060,-0.14,0.062,0.015,0.0578,ATF4
10492,2120,-0.176,0.0772,0.015,0.0578,SYNCRIP
152006,737,-0.193,0.086,0.015,0.0578,RNF38
114881,316,0.256,0.122,0.015,0.0578,OSBPL7
10193,947,-0.178,0.0783,0.015,0.0578,RNF41
6785,57,0.411,0.251,0.015,0.0578,ELOVL4
116285,24.4,-0.533,0.474,0.015,0.0578,ACSM1
53615,1670,0.203,0.0911,0.015,0.0578,MBD3
6672,67.8,-0.398,0.238,0.015,0.0578,SP100
9924,1280,0.165,0.0716,0.0151,0.0579,PAN2
221496,1000,0.175,0.0767,0.0151,0.0579,LEMD2
84961,362,-0.26,0.124,0.0151,0.0579,FBXL20
115825,700,-0.203,0.0914,0.0151,0.058,WDFY2
100130958,60,0.416,0.258,0.0151,0.0581,SYCE1L
151613,492,-0.245,0.115,0.0151,0.0582,TTC14
5054,753,-0.19,0.0845,0.0152,0.0582,SERPINE1
84833,1750,-0.196,0.0877,0.0152,0.0582,ATP5MK
1291,3430,0.184,0.0814,0.0152,0.0582,COL6A1
107984396,19.2,0.551,0.566,0.0152,0.0584,NA
23041,853,0.204,0.0915,0.0152,0.0584,MON2
147804,122,0.325,0.171,0.0152,0.0584,TPM3P9
57118,329,-0.242,0.113,0.0152,0.0584,CAMK1D
100131089,187,0.292,0.146,0.0152,0.0584,SRP14-DT
10575,3840,-0.149,0.0641,0.0153,0.0585,CCT4
2517,377,0.23,0.106,0.0153,0.0585,FUCA1
55906,535,-0.207,0.0936,0.0153,0.0586,ZC4H2
114904,1350,0.175,0.0766,0.0153,0.0586,C1QTNF6
126299,879,-0.354,0.205,0.0153,0.0586,ZNF428
10749,4110,0.153,0.0658,0.0153,0.0587,KIF1C
55080,76.2,0.382,0.222,0.0153,0.0587,TAPBPL
10586,106,0.343,0.186,0.0154,0.0588,MAB21L2
2091,2190,-0.175,0.0768,0.0154,0.0588,FBL
51255,1280,0.2,0.09,0.0154,0.0588,RNF181
6943,29.8,0.495,0.381,0.0154,0.0588,TCF21
28991,426,0.217,0.0993,0.0154,0.0589,COMMD5
400986,52,-0.446,0.3,0.0154,0.0589,ANKRD36C
27324,69.9,-0.383,0.223,0.0154,0.0589,TOX3
388507,61.6,-0.402,0.245,0.0154,0.0589,NA
26873,733,0.201,0.0906,0.0154,0.059,OPLAH
7227,218,-0.272,0.133,0.0154,0.059,TRPS1
63947,9.9,-0.426,0.921,0.0154,NA,DMRTC1
64149,391,-0.239,0.112,0.0155,0.059,C17orf75
113179,82.5,0.377,0.218,0.0155,0.059,ADAT3
134429,1420,0.23,0.106,0.0155,0.0591,STARD4
1186,1170,0.19,0.0845,0.0155,0.0591,CLCN7
401588,104,-0.342,0.186,0.0155,0.0591,NA
7422,13900,0.166,0.0724,0.0155,0.0591,VEGFA
7536,3570,-0.149,0.0642,0.0155,0.0591,SF1
50939,12.6,-0.526,0.844,0.0155,0.0591,IMPG2
374907,223,0.27,0.132,0.0155,0.0591,B3GNT8
86,713,-0.208,0.0942,0.0155,0.0591,ACTL6A
6637,727,-0.191,0.0853,0.0155,0.0591,SNRPG
7752,259,-0.26,0.125,0.0155,0.0592,ZNF200
5032,199,0.285,0.142,0.0155,0.0592,P2RY11
51128,840,-0.189,0.0844,0.0155,0.0592,SAR1B
79839,30.2,-0.5,0.398,0.0155,0.0592,CCDC102B
101929056,243,0.263,0.127,0.0155,0.0592,NA
3752,88.7,0.354,0.197,0.0156,0.0593,KCND3
23269,1080,-0.192,0.0859,0.0156,0.0595,MGA
375316,16.7,-0.546,0.606,0.0156,0.0595,RBM44
7023,115,-0.339,0.184,0.0157,0.0595,TFAP4
4641,3110,0.156,0.0676,0.0157,0.0596,MYO1C
307,878,0.186,0.0826,0.0157,0.0597,ANXA4
10277,1330,-0.166,0.0729,0.0157,0.0597,UBE4B
3420,2510,0.158,0.0688,0.0157,0.0598,IDH3B
105373170,120,0.333,0.179,0.0157,0.0598,NA
84687,1040,0.179,0.0792,0.0157,0.0598,PPP1R9B
222236,180,-0.289,0.145,0.0157,0.0598,NAPEPLD
79465,80,-0.372,0.215,0.0158,0.0599,ULBP3
130888,51.4,-0.422,0.271,0.0158,0.0599,FBXO36
1810,596,0.2,0.0903,0.0158,0.0599,DR1
10146,2310,-0.168,0.0739,0.0158,0.06,G3BP1
85452,76.6,-0.37,0.213,0.0158,0.06,CFAP74
11257,126,0.323,0.171,0.0158,0.0601,NA
4999,319,-0.262,0.127,0.0158,0.0601,ORC2
548596,26.9,-0.505,0.418,0.0159,0.0601,CKMT1B; CKMT1A
54996,594,-0.2,0.0907,0.0159,0.0602,MTARC2
11158,572,0.197,0.0889,0.0159,0.0603,RABL2B; RABL2A
728841,416,-0.218,0.1,0.0159,0.0603,NBPF8
5966,239,-0.287,0.144,0.0159,0.0603,REL
10573,1560,0.176,0.0779,0.0159,0.0604,MRPL28
105370687,225,0.284,0.142,0.0159,0.0604,NA
1841,321,-0.257,0.124,0.016,0.0605,DTYMK
8079,3280,0.159,0.0695,0.016,0.0605,MLF2
80724,809,0.194,0.0876,0.016,0.0605,ACAD10
100131193,1100,-0.173,0.0765,0.016,0.0605,CCDC183-AS1
64699,124,-0.331,0.178,0.016,0.0605,TMPRSS3
51319,196,-0.275,0.136,0.016,0.0606,RSRC1
6080,11.8,0.507,0.86,0.016,0.0606,NA
100462981,32.1,-0.501,0.419,0.016,0.0606,NA
163051,93.4,-0.349,0.194,0.016,0.0606,ZNF709
11329,759,-0.194,0.0873,0.0161,0.0607,STK38
6850,17.2,0.538,0.578,0.0161,0.0608,SYK
8125,3290,-0.143,0.0617,0.0161,0.0609,ANP32A
29105,1310,0.163,0.0716,0.0161,0.0609,CFAP20
5744,12.6,-0.501,0.843,0.0161,0.0609,PTHLH
54681,583,0.216,0.0992,0.0161,0.061,P4HTM
115207,3110,0.16,0.0703,0.0162,0.0611,KCTD12
2863,80.2,0.362,0.206,0.0162,0.0611,GPR39
987,2270,-0.161,0.0709,0.0162,0.0612,LRBA
1154,317,0.235,0.111,0.0162,0.0613,CISH
91319,52,-0.43,0.286,0.0162,0.0613,DERL3
125050,17.2,0.536,0.577,0.0163,0.0613,RN7SK
5709,2140,0.16,0.0699,0.0163,0.0614,PSMD3
195828,92.9,-0.354,0.2,0.0163,0.0614,ZNF367
5827,383,-0.22,0.102,0.0163,0.0616,PXMP2
5937,2000,-0.178,0.0794,0.0163,0.0616,RBMS1
6938,1480,-0.176,0.0784,0.0163,0.0616,TCF12
26301,208,0.27,0.133,0.0163,0.0616,GBGT1
377007,399,0.235,0.111,0.0164,0.0616,KLHL30
148423,669,0.208,0.0951,0.0164,0.0616,C1orf52
139322,551,0.21,0.0964,0.0164,0.0616,APOOL
93474,67,-0.413,0.264,0.0164,0.0616,ZNF670
808,4820,-0.161,0.0711,0.0164,0.0617,CALM3
112268301,77,-0.37,0.215,0.0164,0.0617,NA
3425,196,0.31,0.162,0.0164,0.0617,IDUA
150094,828,0.189,0.0851,0.0164,0.0617,SIK1
100507421,542,-0.216,0.1,0.0164,0.0618,TMEM178B
440270,4360,0.142,0.0616,0.0164,0.0618,GOLGA8B
127579,34.4,0.484,0.382,0.0165,0.0619,DCST2
5754,4260,-0.161,0.0711,0.0165,0.0619,PTK7
6905,573,-0.198,0.0898,0.0165,0.0621,TBCE
59339,1460,-0.171,0.076,0.0165,0.0621,PLEKHA2
342892,276,-0.254,0.123,0.0165,0.0621,ZNF850
7433,51.3,0.428,0.284,0.0165,0.0621,VIPR1
54437,262,-0.253,0.122,0.0166,0.0621,SEMA5B
51025,139,0.309,0.162,0.0166,0.0622,PAM16
51434,841,0.185,0.0831,0.0166,0.0622,ANAPC7
79934,763,0.198,0.0901,0.0166,0.0623,COQ8B
5654,4040,-0.152,0.0664,0.0166,0.0623,HTRA1
2829,60.9,-0.413,0.266,0.0166,0.0623,XCR1
148254,246,-0.261,0.128,0.0166,0.0623,ZNF555
30000,1500,0.169,0.0751,0.0166,0.0624,TNPO2
27242,875,0.178,0.0793,0.0167,0.0624,TNFRSF21
54762,26.8,-0.497,0.419,0.0167,0.0624,GRAMD1C
112268097,892,-0.177,0.0788,0.0167,0.0624,NA
11140,2480,0.185,0.083,0.0167,0.0626,CDC37
114915,670,0.192,0.087,0.0167,0.0626,NA
388407,10.2,0.398,0.804,0.0167,NA,LINC02875
23151,964,-0.181,0.0812,0.0167,0.0626,GRAMD4
23491,14.2,0.502,0.765,0.0167,0.0627,CES3
105377567,28.5,-0.49,0.405,0.0168,0.0627,NA
645811,28.6,0.488,0.395,0.0168,0.0627,CCDC154
8660,2020,0.164,0.0722,0.0168,0.0627,IRS2
57685,527,-0.203,0.0928,0.0168,0.0627,CACHD1
4839,717,0.203,0.0931,0.0168,0.0628,NOP2
56133,548,-0.206,0.0946,0.0168,0.0628,PCDHB2
7780,95.5,0.348,0.195,0.0168,0.0628,SLC30A2
4780,1270,0.173,0.0769,0.0168,0.0629,NFE2L2
157570,29.2,-0.489,0.402,0.0168,0.0629,ESCO2
105369250,49.4,-0.438,0.303,0.0168,0.0629,NA
101928599,13.5,-0.484,0.801,0.0169,0.0629,NA
64225,796,-0.213,0.0989,0.0169,0.063,ATL2
22823,557,-0.198,0.0901,0.0169,0.063,MTF2
105372705,44.6,-0.435,0.298,0.0169,0.063,NA
8405,731,-0.186,0.084,0.0169,0.063,SPOP
57577,128,-0.319,0.171,0.0169,0.0631,CCDC191
285962,23,-0.504,0.451,0.0169,0.0631,WEE2-AS1
1159,31.4,-0.482,0.388,0.0169,0.0632,CKMT1B; CKMT1A
2186,1650,-0.163,0.072,0.017,0.0632,BPTF
23529,82.4,-0.365,0.212,0.017,0.0632,CLCF1
138046,43.1,-0.439,0.306,0.017,0.0632,RALYL
3993,1470,0.19,0.0861,0.017,0.0632,LLGL2
144110,79.5,0.361,0.209,0.017,0.0632,TMEM86A
100131205,81.1,-0.389,0.24,0.017,0.0632,NA
79095,864,0.201,0.0918,0.017,0.0634,BBLN
220906,422,-0.223,0.105,0.017,0.0634,NA
23543,4320,-0.137,0.0594,0.017,0.0634,RBFOX2
22807,275,-0.31,0.164,0.0171,0.0635,IKZF2
253044,95.7,-0.35,0.2,0.0171,0.0635,LINGO1-AS1
4179,3410,-0.196,0.0895,0.0171,0.0635,CD46
22869,331,-0.232,0.11,0.0171,0.0635,ZNF510
94235,11,-0.376,0.734,0.0171,0.0635,GNG8
8227,1150,0.194,0.0882,0.0171,0.0636,AKAP17A
8330,28.8,0.48,0.383,0.0171,0.0636,H2AC15
4664,839,-0.179,0.0807,0.0171,0.0637,NAB1
5094,9780,-0.128,0.0556,0.0171,0.0637,PCBP2
4570,15700,0.15,0.0655,0.0172,0.0638,NA
